user_id,steam_id,playtime_forever,playtime_2weeks,id,]playtime_2weeks
76561198009556114,76561198009556114,971,0,10,0
banph,76561198009557741,118,0,320,0
EddyZeddy,76561198009593698,17,0,240,0
thedekorz,76561198009595575,365,0,240,0
Safara179,76561198009603753,1948,0,240,0
brayden099,76561198009608512,1707,0,4000,0
76561198009631868,76561198009631868,4,0,2620,0
76561198009664555,76561198009664555,1,0,240,0
raceking23,76561198009671318,44,0,220,0
76561198009672166,76561198009672166,2689,0,10500,0
svict4,76561198009694437,99,0,1520,0
76561198009702272,76561198009702272,545,0,240,0
76561198009705458,76561198009705458,4194,0,220,0
76561198009713159,76561198009713159,248,0,300,0
76561198009717089,76561198009717089,583,0,4560,0
76561198009724366,76561198009724366,210,0,240,0
76561198009729460,76561198009729460,8473,0,10,0
76561198009780093,76561198009780093,1074,0,240,0
76561198009846599,76561198009846599,497,0,240,0
76561198009859170,76561198009859170,1345,0,7940,0
8BitProxy,76561198009874785,1385,0,240,0
76561198009876209,76561198009876209,1118,0,320,0
aloevera,76561198009885996,222,0,240,0
76561198009920055,76561198009920055,35,0,20,0
76561198009927861,76561198009927861,749,0,7670,0
76561198009945700,76561198009945700,849,0,240,0
grujev,76561198009993558,10,0,320,0
76561198010034338,76561198010034338,106,0,4000,0
76561198010038495,76561198010038495,427,0,10,0
76561198010049822,76561198010049822,415,0,3590,0
76561198010061823,76561198010061823,316,0,58520,0
onshypnos,76561198010095846,2,0,8400,0
76561198010098493,76561198010098493,665,0,4000,0
Ausmetal,76561198010100238,30,0,300,0
76561198010102486,76561198010102486,4771,0,500,0
76561198010112589,76561198010112589,997,0,10,0
76561198010121892,76561198010121892,3172,0,300,0
76561198010129644,76561198010129644,4248,0,7650,0
xkarnage,76561198010132610,117,0,10,0
76561198010182048,76561198010182048,11,0,6510,0
76561198010189018,76561198010189018,302,0,7670,0
mangledopopop,76561198010205894,618,0,4000,0
goody658,76561198010207377,181,0,300,0
76561198010211852,76561198010211852,155,0,240,0
76561198010279570,76561198010279570,80,0,19900,0
76561198010284350,76561198010284350,595,0,240,0
76561198010284860,76561198010284860,87482,0,240,0
vengeful_shadow,76561198010295090,92,0,20,0
raytq,76561198010323708,39603,0,240,0
76561198010334887,76561198010334887,19,0,70,0
76561198010340317,76561198010340317,632,0,240,0
acksonjayz,76561198010375250,1690,0,10,0
stirlzilla,76561198010375444,1168,0,300,0
76561198010398344,76561198010398344,686,0,4000,0
76561198010408680,76561198010408680,1170,0,240,0
76561198010418147,76561198010418147,649,0,4700,0
76561198010464685,76561198010464685,64,0,4000,0
76561198010465186,76561198010465186,183,0,2100,0
76561198010482495,76561198010482495,3620,0,500,0
weinerballs,76561198010489011,23,0,2400,0
76561198010516110,76561198010516110,61731,0,240,0
nightdoktor,76561198010521497,112,0,240,0
beaulim,76561198010530050,78,0,10,0
danshans69,76561198010533814,2063,0,3590,0
76561198010554887,76561198010554887,1,0,220,0
76561198010561100,76561198010561100,36,0,10,0
76561198010565152,76561198010565152,3469,0,550,0
76561198010579748,76561198010579748,1362,0,19900,0
Sloppylewy,76561198010579769,78,0,300,0
corkymania,76561198010606593,573,0,15620,0
76561198010609967,76561198010609967,111,0,24740,0
76561198010611819,76561198010611819,1199,0,15620,0
76561198010651506,76561198010651506,604,0,70,0
76561198010679456,76561198010679456,365,0,220,0
jasperm,76561198010684148,1020,0,220,0
76561198010696191,76561198010696191,834,0,10,0
76561198010708687,76561198010708687,2,0,240,0
I_AM_SATAN,76561198010713208,3015,0,240,0
dq618,76561198010740211,18337,0,10,0
76561198010763366,76561198010763366,583,0,15620,0
sexysob,76561198010767299,85,0,300,0
mattyscott91,76561198010769207,175,0,10,0
wonderboy316,76561198010769349,1400,0,240,0
j_l0gga,76561198010774392,658,0,240,0
listerthesisterfister420,76561198010777073,287,0,70,0
76561198010778468,76561198010778468,1264,0,240,0
76561198010842918,76561198010842918,518,0,220,0
notgokuu,76561198010870778,35736,0,300,0
76561198010902239,76561198010902239,334,0,70,0
76561198010905770,76561198010905770,4,0,70,0
76561198010919003,76561198010919003,5131,0,1250,0
Flanderstime,76561198010934275,883,0,220,0
76561198010967213,76561198010967213,5,0,240,0
76561198010975625,76561198010975625,1920,0,3910,0
dekro,76561198010999437,4762,0,240,0
froever,76561198011040486,3723,0,10540,0
76561198011060919,76561198011060919,674,0,3920,0
naked_flame,76561198011066129,35376,0,240,0
76561198011066499,76561198011066499,5314,0,10180,0
76561198011068140,76561198011068140,683,0,2700,0
76561198011070089,76561198011070089,353,0,400,0
ubersocks,76561198011074197,68,0,240,0
bigacatalin,76561198011125902,110,0,240,0
76561198011140581,76561198011140581,27,0,320,0
dakagorn,76561198011141005,158,0,10500,0
SirBob,76561198011150494,2739,0,240,0
76561198011181142,76561198011181142,4180,0,240,0
76561198011181177,76561198011181177,57,0,4520,0
76561198011212287,76561198011212287,68,0,280,0
Sticky-Semen,76561198011213164,381,0,220,0
76561198011214586,76561198011214586,55,0,400,0
brad-y,76561198011222684,459,0,240,0
76561198011244140,76561198011244140,18,0,240,0
demonplays,76561198011254098,290,0,4000,0
Deathjester96,76561198011266693,676,0,70,0
76561198011269583,76561198011269583,968,0,10,0
neurotoxn,76561198011276519,7240,0,240,0
metalhead135,76561198011279194,817,0,3830,0
GBanga90,76561198011306394,254,0,4000,0
76561198011307447,76561198011307447,18,0,4700,0
thegigman,76561198011321075,416,0,2630,0
76561198011338524,76561198011338524,184,0,400,0
aweeksy,76561198011368793,239,0,300,0
76561198011372068,76561198011372068,5815,25,4000,25
EggR0lls,76561198011373823,81,0,4000,0
76561198011395657,76561198011395657,703,0,220,0
76561198011396013,76561198011396013,6472,0,10590,0
ninjacc,76561198011406531,264,0,4000,0
76561198011411012,76561198011411012,31322,0,240,0
juniorotty,76561198011427721,78,0,30,0
76561198011434677,76561198011434677,16031,0,240,0
76561198011440966,76561198011440966,1154,0,3480,0
mikebandito,76561198011445956,20,0,240,0
76561198011488807,76561198011488807,456,0,550,0
deelayy,76561198011521311,5537,0,300,0
76561198011522549,76561198011522549,31,0,4000,0
thedudeabides1992,76561198011529589,1084,0,7670,0
76561198011545990,76561198011545990,18,0,7650,0
76561198011549022,76561198011549022,110,0,7670,0
76561198011549428,76561198011549428,15,0,17470,0
76561198011561056,76561198011561056,156,0,240,0
D01234,76561198011569601,331,0,105600,0
Seanmod,76561198011579169,5560,0,240,0
f3v3red,76561198011582916,8837,0,240,0
jmaori,76561198011613072,8241,0,10,0
76561198011620546,76561198011620546,2185,0,13140,0
76561198011707963,76561198011707963,895,0,4000,0
XxNinJA_SpAZxX,76561198011738160,1552,0,300,0
bahablue,76561198011743861,4074,0,4000,0
boosey,76561198011771239,15,0,300,0
augriD,76561198011772653,7361,0,10,0
76561198011805567,76561198011805567,10,0,1600,0
Bran995461,76561198011831269,282,0,10,0
76561198011833573,76561198011833573,55,0,20,0
76561198011843100,76561198011843100,237,0,10,0
trowaaa,76561198011862119,11,0,240,0
76561198011897028,76561198011897028,166,0,4000,0
dataheistofficial,76561198011900706,1997,0,240,0
76561198011917631,76561198011917631,15497,0,240,0
NobleOfBirth,76561198011925868,98,0,220,0
76561198011974781,76561198011974781,189,0,220,0
Dancraig121,76561198012011217,1916,0,240,0
living-the-lemon,76561198012013015,111,0,280,0
76561198012014419,76561198012014419,1,0,70,0
76561198012045442,76561198012045442,12356,0,240,0
76561198012059543,76561198012059543,2791,0,10,0
CADBOT,76561198012072055,130,0,3830,0
76561198012074748,76561198012074748,47,0,2400,0
76561198012074959,76561198012074959,4904,0,8500,0
76561198012129831,76561198012129831,527,0,10500,0
pinno29,76561198012132123,2171,0,4000,0
76561198012162222,76561198012162222,517,0,4000,0
76561198012163816,76561198012163816,49,0,4000,0
76561198012167107,76561198012167107,265,0,6200,0
76561198012184211,76561198012184211,111,0,15320,0
76561198012189478,76561198012189478,36212,0,240,0
turtlefury,76561198012191444,63,0,3300,0
plebfromspace,76561198012194764,349,0,300,0
76561198012216645,76561198012216645,1890,0,6420,0
turbomike135,76561198012217734,11489,0,240,0
76561198012233803,76561198012233803,5911,0,240,0
76561198012246561,76561198012246561,1251,0,240,0
NeverfailGaming,76561198012252660,11,0,104200,0
76561198012254289,76561198012254289,235,0,4000,0
muzocan,76561198012297447,2,0,500,0
76561198012305005,76561198012305005,2619,0,15620,0
76561198012310226,76561198012310226,1274,0,500,0
76561198012317471,76561198012317471,39,0,240,0
76561198012334657,76561198012334657,7385,0,10,0
cohza,76561198012342166,38,0,20,0
76561198012363164,76561198012363164,447,0,1200,0
MyNameIsNiko,76561198012369067,5,0,220,0
76561198012389967,76561198012389967,384,0,15120,0
76561198012392103,76561198012392103,731,0,4000,0
pattyc1234,76561198012392805,1022,0,240,0
76561198012396712,76561198012396712,1707,0,4760,0
76561198012423471,76561198012423471,41637,0,240,0
MaxFog,76561198012424979,763,0,4000,0
76561198012430526,76561198012430526,288,0,220,0
76561198012462287,76561198012462287,9651,0,240,0
76561198012478731,76561198012478731,1346,0,220,0
telftn,76561198012484567,3066,0,16450,0
76561198012509480,76561198012509480,2931,0,220,0
rohanistic,76561198012511439,436,0,220,0
dascavfbgh,76561198012515669,2,0,220,0
76561198012548240,76561198012548240,3903,0,240,0
76561198012572074,76561198012572074,7355,0,4000,0
GenecideGnome,76561198012579888,95,0,240,0
76561198012607950,76561198012607950,1775,0,9930,0
CTrem,76561198012625550,5,0,240,0
karlinhoss,76561198012630456,24925,0,240,0
acciolao,76561198012652232,7507,0,730,0
Blackhawk0106,76561198012655905,10540,0,10,0
76561198012657171,76561198012657171,1890,0,72850,0
76561198012663078,76561198012663078,24,0,240,0
76561198012663438,76561198012663438,7142,0,15620,0
76561198012691170,76561198012691170,178,0,240,0
cozzmain,76561198012747642,5655,0,4000,0
76561198012749888,76561198012749888,2765,0,300,0
76561198012852727,76561198012852727,19,0,221080,0
76561198012920422,76561198012920422,620,0,220,0
76561198012946785,76561198012946785,22898,0,240,0
76561198012950064,76561198012950064,173,0,500,0
Lonely_Gin,76561198012980064,176,0,240,0
76561198013025960,76561198013025960,25815,0,240,0
76561198013062236,76561198013062236,93,0,240,0
76561198013076349,76561198013076349,288,0,240,0
MrSeduce,76561198013107895,305,0,240,0
cheezy4you,76561198013141962,2309,0,240,0
76561198013143770,76561198013143770,526,0,240,0
76561198013162357,76561198013162357,1935,0,240,0
76561198013193897,76561198013193897,1325,0,10,0
76561198013197019,76561198013197019,32,0,4000,0
76561198013206795,76561198013206795,1768,0,240,0
Gordan3d,76561198013221162,99,0,220,0
GAMES4DAYS,76561198013259354,6790,0,240,0
lolachu,76561198013287405,2037,0,7670,0
Suiluj,76561198013288969,762,0,300,0
Scheibe,76561198013313402,577,0,4000,0
76561198013316303,76561198013316303,398,0,240,0
76561198013326476,76561198013326476,550,0,10180,0
mattoliveira,76561198013328591,486,0,10,0
76561198013337715,76561198013337715,411,0,3590,0
blake666,76561198013346195,4,0,550,0
bellewellyboobum,76561198013352202,23435,0,240,0
76561198013365185,76561198013365185,1076,0,220,0
109284293753647,76561198013369785,1686,0,240,0
bastor87,76561198013395229,48,0,33910,0
danneboi,76561198013407288,198,0,4000,0
76561198013425105,76561198013425105,148,0,3920,0
76561198013496046,76561198013496046,1608,0,220,0
76561198013535175,76561198013535175,25,0,10,0
76561198013535509,76561198013535509,3,0,10,0
76561198013565069,76561198013565069,51,0,3830,0
76561198013597416,76561198013597416,9691,0,240,0
200719917302,76561198013626162,694,0,240,0
76561198013657739,76561198013657739,141,0,300,0
76561198013658262,76561198013658262,23406,0,240,0
76561198013659937,76561198013659937,8854,0,240,0
zillarino,76561198013660639,27967,0,730,0
76561198013681857,76561198013681857,58478,0,240,0
76561198013704269,76561198013704269,5,0,220,0
76561198013738564,76561198013738564,948,0,10,0
chickennnnnnnnn43,76561198013763092,8492,0,4000,0
76561198013763258,76561198013763258,12015,0,10500,0
mrwilly,76561198013812186,67,0,220,0
kurty_nark,76561198013840671,71,0,17430,0
76561198013854200,76561198013854200,9148,0,240,0
catwoman001,76561198013868183,579,0,3480,0
9429916,76561198013881036,5,0,10,0
76561198013898109,76561198013898109,5269,0,240,0
76561198013905636,76561198013905636,139,0,240,0
76561198013919673,76561198013919673,20,0,4920,0
ruggy,76561198013929824,16508,0,4000,0
76561198013950321,76561198013950321,41,0,240,0
Mastarat,76561198013973721,396,0,240,0
76561198013994935,76561198013994935,3290,0,500,0
76561198014002823,76561198014002823,1202,0,240,0
NedMP,76561198014006639,3126,0,4000,0
76561198014009325,76561198014009325,5062,0,240,0
vhinchar_desiderio15forever,76561198014029705,86,0,10,0
nilaos,76561198014072208,3719,0,4760,0
76561198014078033,76561198014078033,1131,0,300,0
76561198014080259,76561198014080259,70627,0,240,0
Cheeky1993,76561198014110787,32858,0,9480,0
queenkill,76561198014125712,43,0,7670,0
76561198014126640,76561198014126640,2953,0,18500,0
Evaw-wave,76561198014137669,12,0,320,0
yuugito,76561198014139827,96269,0,10,0
76561198014152318,76561198014152318,2490,0,240,0
thesnottyman,76561198014165799,16,0,2200,0
Jellyco,76561198014178072,82124,0,240,0
76561198014182686,76561198014182686,346,0,1690,0
76561198014194779,76561198014194779,5117,0,10090,0
midori-rose,76561198014213884,1713,0,220,0
76561198014215286,76561198014215286,76,0,15620,0
42978717,76561198014231757,1183,0,240,0
mcinally95,76561198014249456,25,0,15620,0
92omb,76561198014258325,1030,0,10,0
76561198014300427,76561198014300427,14,0,320,0
76561198014306929,76561198014306929,1676,0,240,0
76561198014327542,76561198014327542,297,0,24960,0
76561198014341399,76561198014341399,4609,0,240,0
76561198014345614,76561198014345614,39024,0,240,0
76561198014353884,76561198014353884,987,0,240,0
76561198014356528,76561198014356528,97,0,240,0
buttlicker12,76561198014356603,2660,0,240,0
gary1q2,76561198014358587,2094,0,4000,0
76561198014369519,76561198014369519,240,0,400,0
76561198014374304,76561198014374304,1448,0,10180,0
76561198014376208,76561198014376208,12,0,240,0
76561198014393643,76561198014393643,70,0,70,0
76561198014405280,76561198014405280,1,0,220,0
76561198014406888,76561198014406888,10788,0,4000,0
sdq101,76561198014424015,68,0,60,0
76561198014425019,76561198014425019,120,0,10,0
ahayner,76561198014433728,189,0,240,0
76561198014450821,76561198014450821,160,0,47870,0
76561198014476189,76561198014476189,1267,0,4000,0
76561198014478714,76561198014478714,9,0,240,0
acasey5,76561198014503535,367,0,3830,0
jeur,76561198014553894,994,0,4000,0
76561198014566089,76561198014566089,268,0,220,0
76561198014592753,76561198014592753,170,0,4000,0
76561198014612370,76561198014612370,249,0,4000,0
76561198014625793,76561198014625793,3158,0,240,0
76561198014626641,76561198014626641,4033,0,240,0
meyh1,76561198014630283,727,0,70,0
76561198014630738,76561198014630738,4720,0,240,0
76561198014635088,76561198014635088,129959,1,230410,1
wankers_cramp,76561198014642742,509,0,17410,0
76561198014645558,76561198014645558,92,0,4000,0
76561198014675998,76561198014675998,436,0,20,0
ethancvaldaroni,76561198014678390,80,0,3320,0
76561198014701863,76561198014701863,6771,0,4000,0
76561198014704426,76561198014704426,5885,0,220,0
76561198014707153,76561198014707153,41,0,300,0
76561198014717544,76561198014717544,3428,0,24860,0
uppen,76561198014720647,138,0,107100,0
76561198014726925,76561198014726925,41363,0,240,0
BoomerBacon,76561198014749362,8011,0,4000,0
76561198014751347,76561198014751347,4732,0,240,0
76561198014751618,76561198014751618,35,0,2400,0
76561198014774264,76561198014774264,493,0,70,0
76561198014788733,76561198014788733,6643,0,15620,0
76561198014803668,76561198014803668,108,0,240,0
hellinarmour,76561198014845506,65,0,400,0
2g00d4u,76561198014869866,10,0,220,0
76561198014874867,76561198014874867,3769,0,4000,0
76561198014876484,76561198014876484,7687,0,240,0
76561198014906435,76561198014906435,2947,0,220,0
76561198014906671,76561198014906671,1401,0,240,0
76561198014925060,76561198014925060,3567,0,8980,0
maxofgaul,76561198014925976,2570,0,240,0
76561198014927083,76561198014927083,1394,0,3590,0
itsbighead,76561198014940771,7172,0,4000,0
ThunderSkulld,76561198014972749,3769,0,4000,0
76561198014991346,76561198014991346,5,0,70,0
BaguetteBaguette,76561198015006556,2732,0,4000,0
76561198015040181,76561198015040181,487,0,240,0
76561198015040620,76561198015040620,42,0,20,0
76561198015083753,76561198015083753,6950,0,1250,0
76561198015120093,76561198015120093,192,0,300,0
76561198015121915,76561198015121915,3,0,320,0
76561198015134588,76561198015134588,220,0,4700,0
76561198015149619,76561198015149619,94,0,7940,0
76561198015169206,76561198015169206,799,0,70,0
bannnister,76561198015175218,19487,0,240,0
Sacredpenguin,76561198015203475,547,0,240,0
76561198015206210,76561198015206210,97,0,50,0
76561198015209454,76561198015209454,743,0,400,0
76561198015214673,76561198015214673,3534,0,240,0
eddievedder,76561198015234277,2409,0,550,0
76561198015238117,76561198015238117,13252,0,240,0
76561198015238503,76561198015238503,41,0,12900,0
76561198015240666,76561198015240666,6608,0,10,0
76561198015245325,76561198015245325,124,0,10,0
76561198015269069,76561198015269069,17,0,4000,0
76561198015278721,76561198015278721,578,0,4000,0
76561198015296080,76561198015296080,1562,0,220,0
76561198015325404,76561198015325404,41,0,1250,0
76561198015326274,76561198015326274,235,0,1900,0
Kisebabe,76561198015332461,81888,0,4000,0
NEEDforSHEEP,76561198015373479,88,0,300,0
DANOID,76561198015409111,2538,0,240,0
76561198015420023,76561198015420023,17,0,3830,0
76561198015460867,76561198015460867,284,0,2600,0
76561198015482393,76561198015482393,376,0,4000,0
shadoww1ng,76561198015518446,257,0,10180,0
mith_ele,76561198015528208,405,0,240,0
Teehzyy,76561198015616571,1035,0,240,0
76561198015626583,76561198015626583,3496,0,10180,0
76561198015651557,76561198015651557,3766,0,10180,0
76561198015679952,76561198015679952,1067,0,4000,0
Sicero,76561198015680666,18921,0,240,0
Cobain76,76561198015682379,3,0,300,0
76561198015683370,76561198015683370,35,0,240,0
76561198015750707,76561198015750707,1354,0,240,0
Chaedhin,76561198015752285,12992,0,4000,0
azza12342,76561198015752401,175,0,240,0
76561198015752419,76561198015752419,9,0,240,0
76561198015755075,76561198015755075,513,0,10180,0
adrianp74,76561198015793792,4134,0,240,0
76561198015803718,76561198015803718,2673,0,10180,0
76561198015845711,76561198015845711,29320,0,10180,0
76561198015846767,76561198015846767,124,0,4000,0
76561198015855983,76561198015855983,104,0,4000,0
76561198015857297,76561198015857297,49,0,4000,0
cstunt,76561198015868823,1969,0,240,0
Big_Baby_Sweets,76561198015883263,190,0,4000,0
76561198015889042,76561198015889042,70,0,10180,0
76561198015897106,76561198015897106,2148,0,240,0
76561198015899130,76561198015899130,1,0,2200,0
76561198015902552,76561198015902552,3235,0,10180,0
76561198015913038,76561198015913038,71,0,4000,0
76561198015943925,76561198015943925,6967,0,550,0
kirkhammett1992,76561198015947086,276,0,240,0
TaliZorah1984,76561198015950589,1,0,4760,0
76561198015962219,76561198015962219,87,0,3590,0
NfC_Tank,76561198015969193,1729,0,240,0
savj6717,76561198016006846,367,0,240,0
MATEUPHET,76561198016007376,151,0,400,0
76561198016011132,76561198016011132,2949,0,4000,0
76561198016011434,76561198016011434,409,0,10180,0
justinluljks,76561198016013712,89,0,9340,0
76561198016017310,76561198016017310,1689,0,6910,0
76561198016020276,76561198016020276,74,0,105600,0
76561198016074853,76561198016074853,269,0,240,0
braddlesdakiwi,76561198016079643,4444,0,500,0
76561198016099887,76561198016099887,109,0,70,0
myysticbear,76561198016175895,25422,0,240,0
76561198016192007,76561198016192007,551,0,240,0
76561198016258133,76561198016258133,2905,16,550,16
TwoFifthsRetarded,76561198016268177,40,0,10,0
76561198016281543,76561198016281543,575,0,550,0
76561198016284981,76561198016284981,725,0,500,0
76561198016311260,76561198016311260,1043,0,300,0
76561198016312054,76561198016312054,3634,0,21760,0
76561198016349071,76561198016349071,244,0,400,0
Wrathofwar,76561198016405790,2106,0,240,0
Ultimatemind117,76561198016411972,17709,0,240,0
76561198016420286,76561198016420286,2521,0,16450,0
Wolfy4Life,76561198016439077,1619,0,10180,0
fazzy990,76561198016443129,994,0,240,0
76561198016444183,76561198016444183,26486,0,4000,0
76561198016462837,76561198016462837,4003,0,4000,0
76561198016477146,76561198016477146,1,0,211500,0
76561198016489352,76561198016489352,461,0,4000,0
76561198016505910,76561198016505910,16939,0,550,0
76561198016525837,76561198016525837,714,0,240,0
76561198016564178,76561198016564178,519,0,240,0
76561198016584419,76561198016584419,1585,0,240,0
76561198016593977,76561198016593977,7215,0,550,0
76561198016595311,76561198016595311,1934,0,240,0
PwnMuch,76561198016616975,16,0,300,0
76561198016632950,76561198016632950,374,0,3920,0
76561198016650326,76561198016650326,168,0,10180,0
76561198016665024,76561198016665024,29830,0,500,0
76561198016699647,76561198016699647,7560,0,18500,0
76561198016736054,76561198016736054,504,0,220,0
76561198016739246,76561198016739246,1,0,220,0
kanga110,76561198016748208,123,0,4560,0
76561198016750784,76561198016750784,200,0,220,0
76561198016764893,76561198016764893,80,0,300,0
76561198016765519,76561198016765519,627,0,10180,0
76561198016768465,76561198016768465,5825,0,26800,0
76561198016829881,76561198016829881,4236,0,550,0
76561198016888498,76561198016888498,2297,0,10180,0
76561198016939816,76561198016939816,1931,0,10180,0
76561198016941672,76561198016941672,944,0,20540,0
76561198016950545,76561198016950545,191,0,10180,0
theonemlst,76561198016954821,147,0,4000,0
76561198016964263,76561198016964263,1189,0,240,0
76561198017022041,76561198017022041,277,0,4000,0
76561198017056578,76561198017056578,7,0,12120,0
dy4life,76561198017063656,32040,0,240,0
76561198017064806,76561198017064806,5765,0,17450,0
MrTurd444,76561198017065630,3,0,20,0
76561198017077791,76561198017077791,702,0,10180,0
jiffyjoker89,76561198017085427,8519,0,240,0
76561198017102917,76561198017102917,34,0,1900,0
76561198017131134,76561198017131134,2727,0,10180,0
Junkey2,76561198017147799,31,0,2500,0
LoneHamish,76561198017164203,725,0,240,0
tret53445234234523,76561198017167686,960,61,4000,61
76561198017204231,76561198017204231,52325,0,240,0
76561198017206423,76561198017206423,6628,0,10,0
76561198017218804,76561198017218804,15061,0,550,0
76561198017229217,76561198017229217,26918,0,240,0
applesrulez,76561198017232731,442,0,7670,0
76561198017233453,76561198017233453,14,0,240,0
76561198017277608,76561198017277608,29,0,10180,0
76561198017281499,76561198017281499,445,0,240,0
76561198017328980,76561198017328980,2664,0,32370,0
76561198017335208,76561198017335208,2250,0,7940,0
deeks,76561198017338199,292,0,400,0
pathfinder007,76561198017345674,920,0,7670,0
_3vX,76561198017348088,42499,0,10,0
76561198017349553,76561198017349553,74,0,17390,0
76561198017353418,76561198017353418,68,0,12200,0
76561198017382784,76561198017382784,63779,0,240,0
76561198017384871,76561198017384871,11,0,10,0
darkpallys,76561198017390460,193,0,10,0
PirateRazor,76561198017390981,10583,0,8040,0
76561198017434810,76561198017434810,249,0,400,0
76561198017436335,76561198017436335,1,0,10,0
OGChaos,76561198017438073,1458,0,4000,0
Heavensmutant,76561198017448977,1191,0,220,0
76561198017449677,76561198017449677,71,0,240,0
76561198017488555,76561198017488555,3001,0,240,0
76561198017489078,76561198017489078,2259,0,240,0
santunch,76561198017492121,5982,0,4000,0
4017209381,76561198017492518,1074,0,550,0
76561198017530664,76561198017530664,106656,0,240,0
6ex6ex6ex,76561198017539322,26,0,240,0
poobaman,76561198017546736,2978,0,240,0
alexbowersau,76561198017548690,24,0,240,0
76561198017553865,76561198017553865,436,0,35720,0
76561198017554581,76561198017554581,519,0,15620,0
76561198017613059,76561198017613059,1688,0,15620,0
Ignite4077,76561198017614801,1474,0,4000,0
76561198017664735,76561198017664735,736,0,4000,0
76561198017667347,76561198017667347,915,0,550,0
ONNIGHT,76561198017667638,10,0,220,0
76561198017703798,76561198017703798,49,0,17410,0
76561198017704101,76561198017704101,383,0,10,0
76561198017706577,76561198017706577,116,0,12120,0
lachlanm,76561198017708139,1246,0,4000,0
76561198017710952,76561198017710952,51,0,13240,0
76561198017753094,76561198017753094,1053,0,300,0
76561198017793715,76561198017793715,153,0,20,0
76561198017795593,76561198017795593,2836,0,15620,0
shadowmakenshi,76561198017797137,605,0,240,0
76561198017833447,76561198017833447,4248,0,240,0
That8BitMan,76561198017838089,40009,0,240,0
krycryme,76561198017846506,81242,0,240,0
76561198017894138,76561198017894138,135,0,240,0
sicktoilet,76561198017912813,2160,0,300,0
petSbuD,76561198017913955,28038,0,240,0
turkking,76561198017920530,907,0,240,0
76561198017922925,76561198017922925,14244,0,10,0
TheCitizenAboutTown,76561198017957316,993,0,240,0
N8A,76561198017962026,5,0,320,0
76561198017971897,76561198017971897,2,0,500,0
isaacluntungan,76561198017974179,98,0,300,0
XlX420BlazeitXIX,76561198017976009,24129,0,240,0
76561198018018496,76561198018018496,3,0,107900,0
butseckz,76561198018022474,38553,0,240,0
76561198018056552,76561198018056552,6509,0,240,0
76561198018060983,76561198018060983,30,0,4000,0
76561198018063122,76561198018063122,188,0,32430,0
76561198018069630,76561198018069630,17600,0,240,0
76561198018093891,76561198018093891,5705,0,10180,0
john9815,76561198018109792,511,0,240,0
76561198018137491,76561198018137491,306,0,240,0
76561198018143961,76561198018143961,1013,0,7830,0
76561198018144455,76561198018144455,2273,0,240,0
76561198018145614,76561198018145614,3393,0,4000,0
76561198018146830,76561198018146830,125,0,10180,0
76561198018147638,76561198018147638,1308,0,19900,0
76561198018151820,76561198018151820,262,0,3000,0
eyepatchsport,76561198018186735,48,0,320,0
therealrasputin,76561198018192492,325,0,4000,0
76561198018193328,76561198018193328,54,0,220,0
76561198018194266,76561198018194266,300,0,220,0
rhysendicott,76561198018238582,974,0,240,0
zonvon,76561198018252632,66975,0,4000,0
76561198018253205,76561198018253205,13,0,4760,0
76561198018254495,76561198018254495,101,0,15620,0
76561198018257543,76561198018257543,353,0,500,0
76561198018257571,76561198018257571,418,0,10180,0
76561198018279751,76561198018279751,2752,0,320,0
redbate,76561198018294817,200,0,550,0
76561198018298597,76561198018298597,17,0,12210,0
76561198018310787,76561198018310787,100116,0,550,0
76561198018365176,76561198018365176,356,0,550,0
crocek,76561198018407780,1382,0,4000,0
76561198018412857,76561198018412857,1787,0,4000,0
necrobabe,76561198018415243,112753,0,4000,0
blarglsnarf,76561198018457568,153,0,240,0
76561198018465416,76561198018465416,3,0,240,0
76561198018472401,76561198018472401,17797,0,9480,0
76561198018485899,76561198018485899,2575,0,240,0
76561198018486965,76561198018486965,38,0,300,0
76561198018502306,76561198018502306,3839,0,240,0
76561198018517198,76561198018517198,1,0,13540,0
stevo188,76561198018522064,2019,0,4000,0
76561198018524970,76561198018524970,32406,0,4000,0
76561198018529675,76561198018529675,429,0,10,0
MarkissMusic,76561198018543935,1893,0,240,0
76561198018546231,76561198018546231,1,0,240,0
Someone76,76561198018549805,51661,0,4000,0
76561198018552105,76561198018552105,25,0,280,0
yiba,76561198018559591,2506,0,10,0
juniorguru,76561198018573454,72,0,4000,0
76561198018573913,76561198018573913,627,0,7670,0
jamie96,76561198018580579,79,0,4000,0
zax_x,76561198018586353,1167,0,10,0
darkedge119,76561198018587800,1705,0,70,0
76561198018587812,76561198018587812,395,0,240,0
76561198018591118,76561198018591118,957,0,10180,0
76561198018592164,76561198018592164,1180,0,220,0
76561198018594104,76561198018594104,401,0,220,0
HizStory,76561198018594650,6705,0,240,0
76561198018596842,76561198018596842,3560,0,240,0
trans4mer,76561198018597166,5412,0,10180,0
76561198018597938,76561198018597938,1577,0,10180,0
dejavu357,76561198018598078,50,0,4000,0
glensarge,76561198018598855,6714,0,4000,0
steggo,76561198018638474,1761,0,240,0
didge1987,76561198018641384,14,0,49600,0
76561198018648501,76561198018648501,1790,0,50,0
76561198018666239,76561198018666239,50,0,15620,0
76561198018679889,76561198018679889,187,0,4760,0
76561198018682135,76561198018682135,4,0,240,0
Raeikar,76561198018683697,24,0,4000,0
76561198018687575,76561198018687575,49,0,240,0
